Model Name, Accuracy_train,Sensitivity_train,Specificity_train,ROC_AUC_train, ,Accuracy_external,Sensitivity_external,Specificity_external,ROC_AUC_external
 Naive Bayes,0.882705479452055,0.936643835616438,0.828767123287671,0.882705479452055,,0.874570446735395,0.910652920962199,0.838487972508591,0.874570446735395
 SVM,0.897688356164384,0.909246575342466,0.886130136986301,0.897688356164384,,0.890034364261168,0.88659793814433,0.893470790378007,0.890034364261168
