Model Name, Accuracy_train,Sensitivity_train,Specificity_train,ROC_AUC_train, ,Accuracy_external,Sensitivity_external,Specificity_external,ROC_AUC_external
 Naive Bayes,0.812071917808219,0.763698630136986,0.860445205479452,0.812071917808219,,0.800687285223368,0.759450171821306,0.84192439862543,0.800687285223368
 SVM,0.778253424657534,0.750856164383562,0.805650684931507,0.778253424657534,,0.792096219931271,0.762886597938144,0.821305841924399,0.792096219931271
